document_id,sentence_id,start_token_id,end_token_id,split,ner_score,calibrated_score
EXP-1908-01-21-a-i0053,0,0,0,test,0.009383131749927998,0.0004340607556514442
EXP-1908-01-21-a-i0053,0,1,2,test,0.12339814752340317,0.9744274020195007
EXP-1908-01-21-a-i0053,0,3,3,test,0.8969339728355408,0.9854639172554016
EXP-1908-01-21-a-i0053,0,4,4,test,4.087851721124025e-06,0.0702066421508789
EXP-1908-01-21-a-i0053,0,5,5,test,0.9855344295501709,0.9994590878486633
EXP-1908-01-21-a-i0053,0,6,8,test,0.0007020863704383373,9.916197996062692e-07
EXP-1908-01-21-a-i0053,0,9,9,test,1.6973350511761964e-06,3.359586798978853e-06
EXP-1908-01-21-a-i0053,0,10,10,test,9.833139529291657e-07,0.007433251012116671
EXP-1908-01-21-a-i0053,0,11,13,test,0.9440727829933167,0.261294424533844
EXP-1908-01-21-a-i0053,0,14,14,test,8.833255378704052e-06,0.0008711216505616903
EXP-1908-01-21-a-i0053,0,15,15,test,2.7488003979669884e-06,3.379518602741882e-05
EXP-1908-01-21-a-i0053,0,16,16,test,7.758912033750676e-06,0.00030558949219994247
EXP-1908-01-21-a-i0053,0,17,17,test,0.0007396289147436619,0.0001828633830882609
EXP-1908-01-21-a-i0053,0,18,18,test,0.09351303428411484,4.288277523301076e-06
EXP-1908-01-21-a-i0053,0,19,19,test,0.00028398921131156385,1.0131034287041984e-06
EXP-1908-01-21-a-i0053,0,20,20,test,2.8282262064749375e-05,0.0016784407198429108
EXP-1908-01-21-a-i0053,0,21,21,test,6.761270014976617e-06,0.00032072330941446126
EXP-1908-01-21-a-i0053,0,22,24,test,0.9672032594680786,0.9586343169212341
EXP-1908-01-21-a-i0053,0,25,25,test,7.150441092562687e-07,3.156625325573259e-07
EXP-1908-01-21-a-i0053,0,26,27,test,0.2752598524093628,0.0008589423377998173
EXP-1908-01-21-a-i0053,0,28,28,test,4.907677976007108e-06,0.0003203752276021987
EXP-1908-01-21-a-i0053,0,29,29,test,1.4050639038032386e-05,0.00032793928403407335
EXP-1908-01-21-a-i0053,0,30,30,test,0.7774028778076172,0.7445690631866455
EXP-1908-01-21-a-i0053,0,31,31,test,6.902708946654457e-07,2.9357453357192753e-08
EXP-1908-01-21-a-i0053,0,32,32,test,1.480395167163806e-05,1.9340186554472893e-06
EXP-1908-01-21-a-i0053,0,33,34,test,0.0016252920031547546,6.5912563513848e-06
EXP-1908-01-21-a-i0053,0,35,35,test,5.055117640040407e-07,8.155489922501147e-06
EXP-1908-01-21-a-i0053,0,36,36,test,6.527812729473226e-06,0.0007029350381344557
EXP-1908-01-21-a-i0053,0,37,37,test,0.8465105295181274,0.009941664524376392
EXP-1908-01-21-a-i0053,0,39,39,test,3.405928282518289e-06,0.0005903018172830343
EXP-1908-01-21-a-i0053,0,40,40,test,5.060549028712558e-07,7.604480924783275e-05
EXP-1908-01-21-a-i0053,0,41,42,test,3.0920384688215563e-06,3.5765639040619135e-05
EXP-1908-01-21-a-i0053,0,43,43,test,2.3602124201715924e-06,0.00042738381307572126
EXP-1908-01-21-a-i0053,0,44,44,test,0.9272778630256653,0.8702846169471741
EXP-1908-01-21-a-i0053,0,45,45,test,4.812442710999676e-08,8.392668782164492e-09
EXP-1908-01-21-a-i0053,0,46,48,test,2.513137133064447e-06,3.447356959895842e-07
EXP-1908-01-21-a-i0053,0,49,49,test,1.2726383147310116e-06,0.0005305476952344179
EXP-1908-01-21-a-i0053,0,50,51,test,2.1818493678438244e-06,0.0003534441639203578
EXP-1908-01-21-a-i0053,0,52,53,test,0.9868218302726746,0.32073962688446045
EXP-1908-01-21-a-i0053,0,54,54,test,4.356464614829747e-06,1.5518659211011254e-06
EXP-1908-01-21-a-i0053,0,55,59,test,0.8544062376022339,8.390341827180237e-05
EXP-1908-01-21-a-i0053,0,60,60,test,7.811969226168003e-06,0.00047080713557079434
EXP-1908-01-21-a-i0053,0,61,61,test,1.799654091882985e-05,0.006656093988567591
EXP-1908-01-21-a-i0053,0,62,63,test,0.38464298844337463,0.9943055510520935
EXP-1908-01-21-a-i0053,1,64,64,test,0.0,0.9170638918876648
EXP-1908-01-21-a-i0053,2,65,65,test,0.0007905146921984851,0.8202919363975525
EXP-1908-01-21-a-i0053,2,66,66,test,1.6452564523206092e-05,0.001083236769773066
EXP-1908-01-21-a-i0053,2,67,67,test,0.0022052640561014414,0.005188381299376488
EXP-1908-01-21-a-i0053,2,68,68,test,0.9752264022827148,0.25462913513183594
EXP-1908-01-21-a-i0053,2,69,69,test,1.740020479701343e-06,0.8609365224838257
EXP-1908-01-21-a-i0053,2,70,70,test,2.346650217077695e-05,0.010675718076527119
EXP-1908-01-21-a-i0053,2,71,71,test,0.9898248314857483,0.4271274209022522
EXP-1908-01-21-a-i0053,2,73,73,test,1.3413411579676904e-05,3.3675445592962205e-05
